SOURCE,STATION,DATE,SURFTEMP,SURFDO,SURFSAL,PH,TSS,AMMON,TKN,NOX,DIN,TOTN,TP,ORTHOP,SURFCHLA,SECCHI,TURBIDITY,temp
DWQ,170,3/11/99,7.9,11,12.8,7.7,,,,,,,,,,,,0
DWQ,170,4/8/99,7.9,11,12.8,7.7,,,,,,,,,,,,0
DWQ,170,5/4/99,14.1,9.9,8.7,7.7,,,,,,,,,,,,0
DWQ,170,7/1/99,26.5,7.1,15.6,7.8,,,,,,,,,,,,0
DWQ,170,7/27/99,29.5,8.1,16.5,7.9,,,,,,,,,,,,0
DWQ,170,8/24/99,28.1,6.8,19.3,7.9,,,,,,,,,,,,0
DWQ,170,9/27/99,22.4,6,0.4,7,,,,,,,,,,,,0
DWQ,170,10/19/99,20.5,8.9,2.7,8,,,,,,,,,,,,0
DWQ,170,11/18/99,13.1,9.4,2.3,7.6,,,,,,,,,,,,0
DWQ,170,12/15/99,11.9,11.2,6.3,7.4,,,,,,,,,,,,0
DWQ,180,8/12/97,26.4,7.4,13.7,8,,,,,,,,,,,,0
DWQ,180,9/9/97,25.2,7.5,,7.9,,,,,,,,,,,,0
DWQ,180,10/9/97,24,8.5,13,7.8,,,,,,,,,,,,0
DWQ,180,11/4/97,17.3,8.5,14.1,,,,,,,,,,,,,0
DWQ,180,1/13/98,11.2,10.2,14.2,8,,,,,,,,,,,,0
DWQ,180,4/7/98,15.6,9.9,7.5,7.8,,,,,,,,,,,,0
DWQ,180,5/6/98,21.3,9.1,5.5,7.9,,,,,,,,,,,,0
DWQ,180,6/2/98,25.7,7.5,7,7.8,,,,,,,,,,,,0
DWQ,180,7/30/98,29.7,6.6,10.1,8.2,,,,,,,,,,,,0
DWQ,180,8/25/98,27.2,7.9,10.4,8.1,,,,,,,,,,,,0
DWQ,180,11/17/98,15.1,10.6,12,7.8,,,,,,,,,,,,0
DWQ,180,1/13/99,7.9,12.7,13,8.1,,,,,,,,,,,,0
DWQ,180,2/9/99,12.5,11.6,10.8,7.1,,,,,,,,,,,,0
DWQ,180,4/8/99,19.7,9.3,11.9,7.7,,,,,,,,,,,,0
DWQ,180,5/4/99,13.9,11,9.2,7.6,,,,,,,,,,,,0
DWQ,180,7/1/99,26.2,7.2,16.3,7.3,,,,,,,,,,,,0
DWQ,180,7/27/99,29.6,7.7,18.3,7.9,,,,,,,,,,,,0
DWQ,180,8/24/99,27.7,6.6,19.9,7.8,,,,,,,,,,,,0
DWQ,180,9/27/99,22.8,6.8,0.01,6.7,,,,,,,,,,,,0
DWQ,180,11/18/99,13.5,9.5,3.2,7.5,,,,,,,,,,,,0
DWQ,180,12/15/99,12,12.4,6.8,7.4,,,,,,,,,,,,0
DWQ,185,1/23/79,8,11.5,,8.2,,50,1200,50,100,1250,200,100,,,,0
DWQ,185,2/12/79,3,13,,7.9,,,,,,,,,,,,0
DWQ,185,3/8/79,12,3.4,,8,,,,,,,,,,,,0
DWQ,185,4/27/79,20,9,,7.8,,50,800,50,100,850,140,50,,,,0
DWQ,185,6/8/79,26,9.7,,8.7,,,,,,,,,,,,0
DWQ,185,8/2/79,28,8.5,,8,,50,500,50,100,550,80,60,,,,0
DWQ,185,11/29/79,15,9.4,,,,,,,,,,,,,,0
DWQ,185,1/22/80,9,13.4,,,16,50,500,50,100,550,90,90,,,,0
DWQ,185,2/28/80,7,12.4,,,,,,,,,,,,0.5,,0
DWQ,185,6/3/80,25,8.1,,,,,,,,,,,,0.8,,0
DWQ,185,8/25/80,26,7.5,,,42,50,600,50,100,650,120,70,,1.75,4,0
DWQ,185,9/25/80,28.5,7.9,,,,,,,,,,,,,4,0
DWQ,185,10/16/80,21,8.8,,,42,50,900,120,170,1020,90,60,,1.3,2,0
DWQ,185,11/4/80,15,10.3,,,,,,,,,,,,1.2,2,0
DWQ,185,1/9/81,3,13,,,16,50,400,50,100,450,70,50,,,10,0
DWQ,185,4/22/81,18,7.4,,,,50,500,50,100,550,50,50,10,,,0
DWQ,185,7/21/81,29,7.3,17,,1,50,600,50,100,650,100,50,,,3,0
DWQ,185,10/8/81,19,8.1,17,,4,50,500,50,100,550,90,60,,,2,0
DWQ,185,1/29/82,4,,10,,17,50,600,50,100,650,70,50,,,6,0
DWQ,185,4/30/82,16,9.3,6,7.3,8,50,400,50,100,450,50,50,,,4,0
DWQ,185,7/15/82,28,8.7,11,,9,50,500,50,100,550,110,50,,,2,0
DWQ,185,10/15/82,21,7.2,,6.8,14,170,500,10,180,510,90,70,,,1.7,0
DWQ,185,1/21/83,4,13.8,12,7.8,34,10,500,10,20,510,110,10,,,10,0
DWQ,185,4/13/83,15.1,10.9,,7.5,9,20,400,200,220,600,80,10,,,6.2,0
DWQ,185,7/15/83,29.2,9.2,8,8.3,5,10,400,10,20,410,100,50,,,4.5,0
DWQ,185,10/12/83,21,9.1,14.5,8.4,14,10,600,10,20,610,120,80,,,6.8,0
DWQ,185,1/16/84,3.8,15.8,12,8.6,13,10,400,10,20,410,80,30,,,6.2,0
DWQ,185,4/3/84,14.8,10,2.8,7.4,8,50,600,360,410,960,70,30,,,10,0
DWQ,185,7/19/84,27,8,13,7.8,6,20,300,10,30,310,110,80,,,5.3,0
DWQ,185,2/15/85,4,12.4,14,7.8,16,10,300,10,20,310,40,10,,,8,0
DWQ,185,4/22/85,20.4,9.4,14,7.8,8,10,300,10,20,310,30,10,,,3,0
DWQ,185,7/8/85,27.1,7.2,22,8.4,5,10,400,10,20,410,60,30,,,2.8,0
DWQ,185,10/7/85,22,9,19,8.3,9,110,1200,10,120,1210,90,40,,,5,0
DWQ,185,1/6/86,6,10.9,16,8.1,6,10,900,10,20,910,40,10,,,2.6,0
DWQ,185,4/1/86,20,10.6,,8.1,2,20,300,50,70,350,20,10,,,3.2,0
DWQ,185,7/10/86,29,6.7,18.2,,130,20,400,10,30,410,70,30,,,5,0
DWQ,185,10/15/86,22,7.3,14.9,,5,20,400,20,40,420,110,80,,,0.2,0
DWQ,185,2/3/87,7,12,15.8,,16,10,400,120,130,520,30,10,,,3.9,0
DWQ,185,4/23/87,17,8.8,10.8,7.5,12,20,500,10,30,510,260,10,,,12,0
DWQ,185,8/19/87,29.7,8.3,,8.1,7,20,500,10,30,510,90,60,10,1.4,4,0
DWQ,185,9/10/87,27.1,8.1,20.6,7.7,7,20,400,10,30,410,80,60,8,,5,0
DWQ,185,10/28/87,16,8.2,15,8.1,5,10,400,10,20,410,50,30,3,,4,0
DWQ,185,11/10/87,16.3,9,16.9,8.4,9,20,400,10,30,410,50,20,6,1.2,4,0
DWQ,185,1/19/88,4,12.4,10.5,7.6,6,10,300,20,30,320,40,10,7,,4,0
DWQ,185,2/16/88,6.4,9.2,14.8,7.8,5,10,300,10,20,310,30,10,3,,2.1,0
DWQ,185,3/29/88,12.7,9.77,14,7.6,1,120,400,10,130,410,30,10,1,2.5,2,0
DWQ,185,4/11/88,15,9.07,14.83,7.2,8,10,300,10,20,310,20,10,1,3.5,2,0
DWQ,185,5/23/88,23.5,7.6,14.5,7.4,2,30,300,10,40,310,30,10,4,,3,0
DWQ,185,6/22/88,26.7,6.9,14.37,7.9,6,20,300,10,30,310,30,10,8,1.5,4,0
DWQ,185,7/27/88,26.2,6.63,22,8.3,6,160,400,10,170,410,70,40,14,1.6,6,0
DWQ,185,8/24/88,27.5,6.23,22,7.97,18,20,400,10,30,410,100,70,11,1.2,2.3,0
DWQ,185,9/27/88,,,,,4,20,500,10,30,510,110,70,18,,3.7,0
DWQ,185,10/26/88,16,8.9,22.83,7.7,2,40,500,10,50,510,70,40,1,2.7,2,0
DWQ,185,12/7/88,10,9,22.67,8,6,20,400,10,30,410,40,20,1,2.4,2,0
DWQ,185,1/10/89,8,9.27,23,8,6,20,300,10,30,310,50,20,7,1.4,6,0
DWQ,185,3/29/89,14.3,9.6,14.33,8.4,10,10,600,120,130,720,40,10,13,0.9,4,0
DWQ,185,4/25/89,17.2,8.27,12.33,7.9,2,10,300,10,20,310,30,10,4,2.1,2,0
DWQ,185,5/25/89,22.8,8,8.17,8.5,10,20,500,10,30,510,40,10,29,0.9,4,0
DWQ,185,6/19/89,26.4,6.32,15.3,8.1,5,10,600,10,20,610,40,10,8,1.5,2,0
DWQ,185,7/12/89,28.6,7.28,14.7,8.5,3,20,400,10,30,410,80,50,8,1.3,2,0
DWQ,185,8/14/89,25.2,7.86,13.5,8.3,8,30,400,10,40,410,120,80,3,1.3,2,0
DWQ,185,9/28/89,20,7.9,15,8,23,40,400,10,50,410,90,40,33,0.6,5,0
DWQ,185,10/17/89,20.6,9.2,10.8,8.5,11,10,600,10,20,610,50,10,11,1,4,0
DWQ,185,11/14/89,16.2,8.82,12.5,8.2,1,40,700,10,50,710,50,20,8,2.1,2,0
DWQ,185,12/11/89,6,10.48,16.6,,6,10,400,10,20,410,70,30,18,0.9,4,0
DWQ,185,1/30/90,10.6,10.68,14.1,8.2,6,10,400,10,20,410,30,10,23,1,3,0
DWQ,185,2/22/90,13,8.96,11,8.2,6,70,500,10,80,510,40,10,9,1.2,4,0
DWQ,185,3/19/90,17.6,8.88,11.8,7.9,7,10,300,10,20,310,40,10,5,1.1,6,0
DWQ,185,4/23/90,18,9.06,10,7.5,2,30,400,10,40,410,30,10,5,1.6,3,0
DWQ,185,5/24/90,21.5,7.7,13.42,7.8,7,20,400,10,30,410,40,20,7,1,5,0
DWQ,185,6/26/90,28,6.86,14.3,8.4,4,10,300,10,20,310,40,20,5,1.4,3,0
DWQ,185,7/24/90,29.2,7.46,19.1,8.5,7,40,400,10,50,410,60,40,11,1.2,4,0
DWQ,185,8/28/90,29.2,7.1,17,8.5,7,20,500,10,30,510,110,70,7,1.3,2,0
DWQ,185,9/25/90,22.2,7.02,18.8,8.4,1,30,200,10,40,210,100,60,8,1.2,3,0
DWQ,185,10/22/90,22.4,7.42,19.4,8.2,4,30,500,10,40,510,80,50,8,1.2,2,0
DWQ,185,11/28/90,13.4,8.74,17.4,8.4,2,20,400,10,30,410,40,10,3,2,1,0
DWQ,185,12/18/90,11,10.12,18.8,8.1,4,30,400,10,40,410,40,10,3,3.1,4,0
DWQ,185,4/8/91,21.4,8.4,14.3,8,7,10,300,10,20,310,50,10,3,1.6,2,0
DWQ,185,5/22/91,23.4,7.64,15.2,8,6,10,300,10,20,310,30,10,4,1.2,3,0
DWQ,185,6/5/91,26.2,6.2,17.6,8.1,5,30,400,10,40,410,40,10,9,1.2,4,0
DWQ,185,7/17/91,29,5.86,18.3,8.4,4,10,300,10,20,310,70,30,8,1,4,0
DWQ,185,8/13/91,28,5.9,19.6,8.2,7,40,400,10,50,410,140,100,6,1,4,0
DWQ,185,9/16/91,27.2,7.12,17.1,8.4,3,20,500,10,30,510,70,50,6,1.2,3,0
DWQ,185,10/8/91,20,7.6,20,8.3,8,90,500,10,100,510,80,40,6,1.1,4,0
DWQ,185,11/14/91,12.2,8.36,17.2,8.1,3,40,600,10,50,610,60,20,4,1.5,2,0
DWQ,185,12/11/91,12,8.58,20.2,8.1,7,20,400,10,30,410,40,10,3,1.6,3,0
DWQ,185,1/22/92,7,11.34,17,8.3,2,20,500,10,30,510,20,10,3,1.8,2,0
DWQ,185,2/19/92,9.4,11.18,15.8,8.6,6,20,400,10,30,410,10,10,3,2.3,2,0
DWQ,185,3/9/92,15.2,9.18,16.4,8.1,6,10,400,10,20,410,30,10,2,1.3,4,0
DWQ,185,4/9/92,14.4,9.44,14.5,8,9,20,300,10,30,310,10,10,1,2.4,2,0
DWQ,185,5/14/92,19.4,8.52,16.2,8,1,40,400,10,50,410,40,10,2,1.6,2,0
DWQ,185,6/11/92,25,7.5,16.8,8,7,20,300,10,30,310,30,10,2,1.2,3,0
DWQ,185,7/8/92,28,7.16,16.5,8.3,1,40,500,10,50,510,40,10,5,1.4,3,0
DWQ,185,8/10/92,28,5.46,20.7,8.2,3,20,400,10,30,410,90,60,2,1.8,3,0
DWQ,185,9/9/92,27.8,6.56,14.9,8.9,3,50,600,10,60,610,90,40,13,1.3,4,0
DWQ,185,10/13/92,19,8.04,17,8.1,6,40,400,10,50,410,50,10,1,1.5,4,0
DWQ,185,11/17/92,13,8.18,17,8.1,9,30,400,10,40,410,20,10,3,1.3,4.2,0
DWQ,185,12/8/92,9,9.26,16.2,8.1,16,30,600,10,40,610,40,10,4,0.9,8,0
DWQ,185,2/10/93,7,10.43,10.33,7.9,7,10,500,60,70,560,50,10,32,0.8,7.2,0
DWQ,185,3/22/93,9,11.2,10,8.1,17,10,600,10,20,610,60,10,11,0.5,13,0
DWQ,185,4/19/93,16.2,8.5,8.67,7.8,11,80,600,10,90,610,30,10,2,0.8,7,0
DWQ,185,5/11/93,23,7.62,8.1,7.7,3,30,400,10,40,410,50,10,1,1.4,1.4,0
DWQ,185,6/9/93,26,6.02,12.2,8.1,5,40,500,10,50,510,40,10,3,1.5,2.2,0
DWQ,185,7/6/93,29.8,7.16,14.2,8.2,2,80,500,10,90,510,70,10,3,0.9,1.5,0
DWQ,185,8/5/93,28,6.58,17.8,8.1,15,10,500,10,20,510,140,40,9,1.8,1.4,0
DWQ,185,9/7/93,29,6.52,21.2,8.3,30,20,600,10,30,610,60,10,3,0.9,1.8,0
DWQ,185,10/14/93,20,7.46,21.2,8.2,11,80,500,10,90,510,30,10,3,1.2,2.4,0
DWQ,185,11/22/93,13.4,8.52,17.6,8.3,6,50,300,40,90,340,60,10,6,1.4,1.9,0
DWQ,185,2/16/94,8,11.08,14.6,8.6,4,20,500,10,30,510,30,10,5,1.7,1.6,0
DWQ,185,3/23/94,14.4,9.94,10.4,8.7,5,10,500,10,20,510,20,10,12,1.8,1.8,0
DWQ,185,4/18/94,20,7.92,13,8.1,14,70,600,10,80,610,40,10,4,1.6,2.2,0
DWQ,185,5/10/94,20,8,14.4,7.8,16,20,300,10,30,310,30,10,5,1.5,1.9,0
DWQ,185,6/14/94,26.6,7.22,16.2,8.5,17,10,400,10,20,410,40,10,3,1.4,1.7,0
DWQ,185,7/11/94,29.4,6.1,19.7,8.5,6,10,400,10,20,410,40,20,4,1.5,1.9,0
DWQ,185,8/9/94,26,6.36,24,8.1,25,30,400,10,40,410,110,40,3,1.2,2.1,0
DWQ,185,9/7/94,23,6.94,24,8.1,27,50,500,10,60,510,60,,2,1.3,1.5,0
DWQ,185,10/26/94,20.3,7.05,20.63,8.2,10,70,500,10,80,510,30,10,1,,1.3,0
DWQ,185,11/14/94,16,8.6,22.9,8.3,9,40,500,10,50,510,30,10,2,1.1,1.8,0
DWQ,185,12/7/94,15,8.62,22.1,6.5,4,60,500,10,70,510,40,10,2,1.9,1,0
DWQ,185,1/9/95,8.6,9.36,20.8,,18,40,400,10,50,410,20,10,1,1.4,2.9,0
DWQ,185,2/14/95,4,10.08,19.6,8,10,60,400,10,70,410,50,10,1,1.4,2,0
DWQ,185,3/7/95,9.8,11.36,14.5,8.9,10,70,400,10,80,410,30,10,8,1.4,1.8,0
DWQ,185,4/18/95,19.4,8.36,15,8,16,30,500,10,40,510,40,10,4,1.4,1.5,0
DWQ,185,5/4/95,18.6,8.42,16,8,12,30,400,10,40,410,120,,7,1.3,2,0
DWQ,185,6/15/95,25,7.18,16,8.5,10,20,400,10,30,410,40,,6,1.1,1.9,0
DWQ,185,7/10/95,28.8,5.74,12.8,8.5,10,10,500,10,20,510,60,,8,0.9,1.7,0
DWQ,185,8/4/95,28,,,,7,10,300,10,20,310,120,,4,,,0
DWQ,185,9/5/95,25,7.2,17.63,,,10,600,10,20,610,70,,7,1.1,,0
DWQ,185,10/12/95,23,6.9,18,8,9,20,400,10,30,410,50,,6,1.2,2.4,0
DWQ,185,11/6/95,15,6.74,18.5,8.2,4,10,600,10,20,610,50,,6,1.5,1.2,0
DWQ,185,12/5/95,11,10.9,15.5,8.3,12,10,500,10,20,510,30,,6,,1.4,0
DWQ,185,1/10/96,4,11.16,15,8.1,34,10,300,10,20,310,40,,9,1.2,3,0
DWQ,185,2/26/96,10.2,12.12,9.8,8.2,12,30,300,10,40,310,30,,16,1.3,2,0
DWQ,185,3/14/96,8.1,12.06,,8.02,,,,,,,,,,0.7,,0
DWQ,185,4/11/96,11.6,10.88,,7.8,6,10,200,10,20,210,30,,5,1.3,3.1,0
DWQ,185,5/22/96,,,,,5,10,600,10,20,610,10,,6,,1.9,0
DWQ,185,6/12/96,25.9,7.92,,7.82,6,40,500,10,50,510,20,,7,0.9,1.4,0
DWQ,185,7/1/96,26.5,7.56,16.9,7.82,5,70,400,10,80,410,40,,14,1,1.6,0
DWQ,185,7/30/96,28.2,8.32,12.5,8.24,5,70,400,10,80,410,40,,36,1.12,1.9,0
DWQ,185,8/28/96,27.7,6.94,15,8.02,1,10,600,10,20,610,80,,17,1.3,1.5,0
DWQ,185,9/18/96,24,,11.16,,4,10,400,10,20,410,40,,65,,2.3,0
DWQ,185,10/10/96,19.1,,9.32,,7,160,600,10,170,610,60,,7,,3.9,0
DWQ,185,12/17/96,9.5,,10.56,,4,10,400,10,20,410,40,,24,,2.3,0
DWQ,185,2/26/97,10.2,11.26,7.64,8.48,23,10,300,10,20,310,30,,10,1,2.3,0
DWQ,185,5/20/97,21.6,8.32,,7.96,6,10,200,10,20,210,30,,3,2,2,0
DWQ,185,6/17/97,23.1,8.66,,8.04,11,10,600,10,20,610,10,,2,1.2,1.2,0
DWQ,185,7/15/97,27,6.8,14.1,7.8,,,,,,,,,,,,0
DWQ,185,8/12/97,26.3,7.3,14.2,8.1,,,,,,,,,,,,0
DWQ,185,9/9/97,25,7.5,,8,6,20,300,10,30,310,60,,5,,1.5,0
DWQ,185,10/9/97,24.2,8.1,13.7,7.8,8,20,500,10,30,510,60,,2,,1.6,0
DWQ,185,11/4/97,17.3,,,,16,10,400,10,20,410,50,,2,,1,0
DWQ,185,12/11/97,10,,,,15,10,200,10,20,210,20,,4,,1.5,0
DWQ,185,1/13/98,11,9.9,15.4,8,14,10,200,10,20,210,20,,2,,2.4,0
DWQ,185,2/10/98,8.5,,,,16,30,300,10,40,310,20,,28,,6.3,0
DWQ,185,4/7/98,15.5,9.7,7.8,7.5,13,10,300,10,20,310,40,,19,,7.8,0
DWQ,185,5/6/98,20.8,8.8,6.8,7.7,10,10,300,10,20,310,40,,6,,5.2,0
DWQ,185,6/2/98,25.3,6.8,7.3,7.5,6,10,200,10,20,210,10,,6,,2.9,0
DWQ,185,7/30/98,29.6,7.2,10.5,8.4,1,10,300,10,20,310,20,,14,,1.8,0
DWQ,185,8/25/98,27.7,8.1,11.2,8.1,4,10,400,40,50,440,50,,2,,,0
DWQ,185,11/17/98,14.9,9.2,13.3,7.8,1,40,400,10,50,410,20,,4.51,,1,0
DWQ,185,12/17/98,12,,,,18,10,300,30,40,330,50,,2.16,,2.8,0
DWQ,185,1/13/99,7.2,11.3,12.6,7.7,3,10,200,10,20,210,50,,5,,1.1,0
DWQ,185,1/21/99,9,,,,,100,200,10,110,210,10,,2,,1,0
DWQ,185,2/9/99,11.5,11,12,7.2,24,80,300,10,90,310,20,,11,,1.8,0
DWQ,185,4/8/99,19,9.7,1.9,7.7,6,200,400,10,210,410,20,,2,,1.7,0
DWQ,185,5/4/99,13.6,9.9,8.6,7.3,,,,,,,,,,,,0
DWQ,185,7/27/99,29.7,8,19.3,8,4,110,400,10,120,410,20,,11.97,,1.2,0
DWQ,185,8/24/99,26.7,6.4,20.6,6.8,13,130,600,50,180,650,50,,7.71,,2.3,0
DWQ,185,9/27/99,22.9,7.5,1.8,6.7,4,160,500,130,290,630,120,,17.28,,4.6,0
DWQ,185,10/14/99,21,,,,3,170,600,80,250,680,70,,33.78,,1.5,0
DWQ,185,11/18/99,13.1,9.4,3.8,7.7,3,60,700,140,200,840,60,,40.46,,1.8,0
DWQ,185,12/15/99,11.8,11.7,7.2,8,1,30,600,10,40,610,40,,42.91,,3,0
DWQ,0,1/12/00,,,,,2,60,400,760,820,1160,100,,3.74,,7.4,0
DWQ,0,2/16/00,,,,,8,10,400,730,740,1130,60,,23.54,,9.4,0
DWQ,0,3/7/00,13,9.4,0.08,7.6,1,30,600,580,610,1180,80,,6.25,,6.5,0
DWQ,0,4/5/00,,,,,10,10,600,380,390,980,110,,24.95,,8.8,0
DWQ,0,5/4/00,19,7.3,0.03,8,,10,300,560,570,860,110,,21.06,,,0
DWQ,0,6/1/00,21,6.2,0.06,8.5,,,,,,,,,,,,0
DWQ,0,6/27/00,29,5.6,0.05,7.1,,,,,,,,,,,,0
DWQ,0,7/25/00,26,6.9,0.05,7,,,,,,,,,,,,0
DWQ,5,1/12/00,,,,,3,260,400,680,940,1080,90,,5.04,,7.3,0
DWQ,5,2/16/00,,,,,8,10,400,740,750,1140,70,,13.57,,12,0
DWQ,5,3/7/00,13,8.5,0.1,7.4,5,60,400,570,630,970,60,,8.06,,6.4,0
DWQ,5,4/5/00,,,,,8,470,800,410,880,1210,100,,5.35,,6.3,0
DWQ,5,5/4/00,19,7,0.03,7.9,,40,500,540,580,1040,120,,20.57,,,0
DWQ,5,6/1/00,21,5.8,0.07,6.7,,,,,,,,,,,,0
DWQ,5,6/27/00,30,5.9,0.07,7.1,,,,,,,,,,,,0
DWQ,5,7/25/00,26,6.1,0.07,6.9,,,,,,,,,,,,0
DWQ,20,1/12/00,,,,,3,90,500,800,890,1300,100,,2.95,,6.7,0
DWQ,20,2/16/00,,,,,9,10,300,720,730,1020,70,,14.5,,11,0
DWQ,20,3/7/00,13,10.3,0.09,7.5,5,60,500,580,640,1080,70,,9.22,,5.9,0
DWQ,20,4/5/00,,,,,7,120,400,370,490,770,100,,9.23,,8.2,0
DWQ,20,5/4/00,19,7.5,0.03,8.1,,10,500,520,530,1020,110,,23.98,,,0
DWQ,20,6/1/00,22,6.5,0.08,6.6,,,,,,,,,,,,0
DWQ,20,6/27/00,29,5.4,0.08,7,,,,,,,,,,,,0
DWQ,20,7/25/00,25,5.3,0.08,6.8,,,,,,,,,,,,0
DWQ,40,1/12/00,,,,,1,430,500,850,1280,1350,110,,7.42,,5.5,0
DWQ,40,2/16/00,,,,,7,10,400,690,700,1090,60,,20.08,,11,0
DWQ,40,3/7/00,14,10.3,0.15,7.5,1,60,400,500,560,900,70,,25.27,,5.5,0
DWQ,40,4/5/00,,,,,15,10,400,310,320,710,110,,20.41,,11,0
DWQ,40,5/4/00,20,8.8,0.04,8.3,,10,600,500,510,1100,100,,46.82,,,0
DWQ,40,6/1/00,23,8.4,0.5,6.4,,,,,,,,,,,,0
DWQ,40,6/27/00,29,7.6,0.37,7.3,,,,,,,,,,,,0
DWQ,40,7/25/00,25,6.9,1.4,7.2,,,,,,,,,,,,0
DWQ,50,1/12/00,,,,,4,200,400,840,1040,1240,100,,13.97,,6.6,0
DWQ,50,2/16/00,,,,,5,10,300,670,680,970,100,,19.42,,11,0
DWQ,50,3/7/00,13,9.8,0.75,7.7,2,20,500,410,430,910,60,,12.82,,4.3,0
DWQ,50,4/6/00,,,,,15,170,500,240,410,740,100,,33.53,,9.5,0
DWQ,50,5/4/00,19,9.6,0.04,7.8,,20,600,430,450,1030,100,,58.81,,,0
DWQ,50,6/1/00,22,10.8,0.96,6.5,,,,,,,,,,,,0
DWQ,50,6/27/00,28,7.9,1.5,8.3,,,,,,,,,,,,0
DWQ,50,7/25/00,26,7.5,4.2,7.5,,,,,,,,,,,,0
DWQ,55,1/12/00,,,,,7,20,300,610,630,910,110,,45.36,,6.9,0
DWQ,55,2/16/00,,,,,5,10,300,720,730,1020,50,,16.09,,7.5,0
DWQ,55,3/7/00,13,10.2,0.75,9,1,70,300,320,390,620,50,,23.81,,3.5,0
DWQ,55,4/6/00,,,,,28,30,400,270,300,670,130,,6.32,,13,0
DWQ,55,5/4/00,19,10.2,0.05,7.7,,10,400,100,110,500,90,,58.81,,,0
DWQ,55,6/1/00,22,12.4,3.9,6.5,,,,,,,,,,,,0
DWQ,55,6/27/00,28,6.8,6,7.9,,,,,,,,,,,,0
DWQ,55,7/25/00,25,7.4,7.5,7.8,,,,,,,,,,,,0
DWQ,55,7/26/00,26,10.4,6.1,8,,,,,,,,,,,,0
DWQ,80,1/12/00,,,,,7,20,500,400,420,900,100,,95.02,,5.2,0
DWQ,80,2/16/00,,,,,2,10,400,690,700,1090,50,,19.62,,7.4,0
DWQ,80,3/7/00,14,13.4,2.5,8.2,7,10,500,180,190,680,30,,25.14,,2.3,0
DWQ,80,4/6/00,,,,,28,20,1800,160,180,1960,120,,30.62,,14,0
DWQ,80,5/4/00,20,12.7,0.82,8.3,,10,600,60,70,660,80,,50.54,,,0
DWQ,80,6/1/00,26,11.9,3.6,8.1,,,,,,,,,,,,0
DWQ,80,6/21/00,29,7.3,7.9,8.2,,,,,,,,,,,,0
DWQ,80,6/27/00,29,6.7,8.4,6.8,,,,,,,,,,,,0
DWQ,80,7/26/00,25,8.9,8.4,7.9,,,,,,,,,,,,0
DWQ,120,1/12/00,,,,,9,10,900,120,130,1020,80,,95.63,,3.8,0
DWQ,120,2/16/00,,,,,4,10,400,710,720,1110,50,,,,6.9,0
DWQ,120,3/7/00,13,12.1,4.7,8.1,4,10,500,200,210,700,30,,45.36,,2.3,0
DWQ,120,4/6/00,,,,,25,10,500,30,40,530,100,,20.41,,7.8,0
DWQ,120,5/4/00,19,11,3.6,7.6,,10,500,10,20,510,70,,33.53,,,0
DWQ,120,6/1/00,24,9.7,7.2,7.3,,,,,,,,,,,,0
DWQ,120,6/27/00,29,6.3,14,7.8,,,,,,,,,,,,0
DWQ,120,7/25/00,26,7.6,14.5,,,,,,,,,,,,,0
DWQ,160,1/12/00,,,,,15,80,400,10,90,410,70,,62.53,,2.4,0
DWQ,160,2/16/00,,,,,8,10,400,370,380,770,50,,130,,5,0
DWQ,160,3/7/00,,,,,7,10,500,130,140,630,20,,41.68,,2.2,0
DWQ,160,4/6/00,,,,,24,10,600,10,20,610,50,,8.26,,3.5,0
DWQ,185,1/12/00,,,,,9,210,500,10,220,510,40,,47.88,,2.3,0
DWQ,185,2/16/00,,,,,7,10,400,10,20,410,30,,60.07,,2.4,0
DWQ,185,3/7/00,,,,,8,10,400,10,20,410,20,,41.23,,1.6,0
IMS,0,1/24/94,4.3,11.1,0,,,120.9,,,,,,40.4,1.5,,,0
IMS,0,2/7/94,7.54,10,0,6.5,,59.4,,717.2,776.65,,,49.7,2.9,,,0
IMS,0,2/14/94,6.68,10.11,0,7.2,,113.3,,474.2,587.54,,,34.8,4.2,,,0
IMS,0,3/8/94,12,8.4,0,,,26,,,,,,,6.9,,,0
IMS,0,3/15/94,12.5,7.7,0,,,4.7,,72,76.69,,,118.7,6.2,,,0
IMS,0,4/7/94,18.55,,0,6.5,,25,,69.8,94.74,,,38.7,6.3,,,0
IMS,0,4/21/94,21.68,7.76,0,5.9,,73.3,,,,,,55.4,2.1,,,0
IMS,0,5/5/94,19.03,6.28,0.1,4.3,,,,110.5,,,,,1.2,,,0
IMS,0,5/25/94,21.86,9.81,0.1,6.9,,58.4,,666.1,724.51,,,110.7,2.7,,,0
IMS,0,6/8/94,26.55,7.38,0.1,7.3,,51.4,,366,417.36,,,67.8,8.2,,,0
IMS,0,6/30/94,27.81,6.35,0.1,7,,60.5,,751.8,812.38,,,24.8,5.7,,,0
IMS,0,7/12/94,30.48,5.33,0.1,7.2,,58.1,,364.1,422.24,,,25.1,4,,,0
IMS,0,7/26/94,28.9,5.91,0.1,7.2,,14.1,,528.6,542.73,,,,6.3,,,0
IMS,0,8/9/94,27.45,7.5,0.1,8,,31.9,,,,,,134.7,3.7,,,0
IMS,0,8/23/94,28.18,5.77,0.1,7.6,,28.9,,715,743.89,,,104.7,2.5,,,0
IMS,0,9/8/94,23.3,6.29,0.1,7.5,,40.9,,474,514.97,,,98.5,1.5,,,0
IMS,0,9/20/94,,,,,,,,,,,,,,,,0
